Issue ID,Judul
96,Analisis Faktor-Faktor yang Memengaruhi Continuance Intention terhadap Penggunaan Aplikasi Access by KAI (Studi Kasus: Mahasiswa Fakultas Ilmu Komputer Universitas Brawijaya)
96,Sistem Monitoring Target Heart Rate Pada Aktivitas Berlari Menggunakan Sinyal Electrocardiography Berbasis Shimmer
96,Sistem Monitoring Target Heart Rate pada Aktivitas Berlari menggunakan Sensor MAX30102 Berbasis ESP-32
96,Sistem Pendukung Keputusan Untuk Mencari Calon Karyawan Dari Mahasiswa Yang Telah Lulus Menggunakan Metode Fuzzy Tsukamoto
96,Analisis Kesediaan User Permission pada Fitur App Tracking Transparency melalui pendekatan Protection Motivation Theory
96,Pengembangan Aplikasi Mobile Self-care untuk Mahasiswa Berbasis Android dengan Pendekatan Gamifikasi
96,Pengembangan Sistem Pengenalan Pergerakan Prostetik Tangan Bionik Menggunakan Metode K-Nearest Neighbor dengan Fitur Power Spectral Density
96,Perancangan User Experience Aplikasi Pembelajaran Bahasa Korea dengan Konsep Gamification menggunakan Metode Human Centered Design
96,"Analisis Pengaruh Kualitas Sistem, Kualitas Informasi & Kualitas Layanan Terhadap Kesuksesan Aplikasi Mobile JKN di Kabupaten Malang"
96,Analisis Setimen Pada Sosial Media Twitter Terhadap Pembelajaran Hybrid di Tengah Pandemi Covid-19 dengan Metode K-Nearest Neighbor
96,Implementasi Over The Air Update Firmware Secara Massal pada ESP8266 untuk Perangkat Internet of things
96,Analisis Sentimen terhadap Akuisisi Saham Tokopedia oleh TikTok Menggunakan Naïve Bayes berdasarkan Komentar YouTube
96,Sistem Pengatur Kecepatan Motor Robot Beroda untuk Mengurangi Selip Menggunakan Metode PID
96,Analisis Perbandingan User Satisfaction Antara Social Commerce dan E-Commerce Menggunakan Metode End-User Computing Satisfaction (EUCS) di Kalangan Mahasiswa (Studi Kasus: TikTok Shop & Shopee)
96,Analisis Penggunaan Raw Query dan ORM pada Aplikasi API Berbasis Bahasa Pemrograman Go
96,Pengaruh Golongan Usia Pengguna dari Layanan Ride-Hailing terhadap Faktor-Faktor Penggunaan Teknologi berdasarkan Unified Theory of Acceptance and Use of Technology
96,Aanlisis Prediksi Kemampuan Pembayaran Klien Home Credit Indonesia dalam Membayar Pinjaman dengan Metode Random Forest Classifier
96,Pengembangan Aplikasi Mobile Tracker Berat Badan dan Rekomendasi Exercise Planner dengan Metode  Waterfall (Studi Kasus: Fakultas Ilmu Komputer Universitas Brawijaya)
96,Perbedaan Penerapan Model Problem Based Learning Menggunakan Media Nearpod Terhadap Hasil Belajar Mata Pelajaran Informatika Peserta Didik Kelas X Di SMAN 3 Malang
96,Perancangan User Experience Aplikasi Pencarian Pendamping Pembelajaran Pemrograman pada Mentee di Universitas Brawijaya dengan Metode User Centered Design
96,Pengembangan Aplikasi Pengelolaan Indekos Berbasis Web (Studi Kasus: Indekos Muslim bunda Rila)
96,Perbandingan Penggunaan Aplikasi Berbasis Website dan Catatan Manual Untuk Mengetahui Analisa Hasil Pencatatan Data Penduduk Usia Balita Di  Desa Mojorejo
96,Implementasi Komunikasi Multihop pada Sistem Monitoring Tempat Sampah Berbasis ESP-NOW
96,Implementasi Fuzzy Mamdani Untuk Deteksi Kelelahan Pada Pengguna Treadmill Berbasis Sensor Electrocardiography
96,Sistem Pendeteksi Kebocoran Air pada Saluran Air Rumah Berbasis IoT menggunakan Metode K-NN
96,Rancang Bangun Sistem Klasifikasi Sampah Menggunakan YOLOV8 Berbasis Raspberry Pi 4
96,Analisis Faktor-Faktor Yang Memengaruhi Intention to Subscribe Dalam Menggunakan Layanan Streaming Over-the-Top Vidio (Studi Kasus: Fakultas Ilmu Komputer Universitas Brawijaya)
96,Klasifikasi Sentimen Ulasan Aplikasi Threads Berbasis Algoritma Naive Byaes dan Metode Root Caus Analysis
96,Analisis Faktor-Faktor yang Memengaruhi Terhadap Minat Penggunaan Aplikasi Online Grocery Shopping Alfagift Terintegrasi Pembayaran Digital
96,Pengaruh Model Pembelajaran Flipped Classroom dengan Project Based Learning Terhadap Hasil Belajar Siswa Mata Pelajaran Basis Data di SMK Negeri 8 Malang
96,Pengembangan Platform Laboratorium Virtual untuk Praktikum Perkuliahan Jaringan Komputer dengan Menggunakan Mininet
97,Hubungan Gaya Belajar dan Motivasi Belajar Terhadap Prestasi Belajar Siswa Pada Mata Pelajaran Dasar-Dasar Teknik Jaringan Komputer dan Telekomunikasi Jurusan TKJ di SMK Negeri 2 Kota Pasuruan
97,Perancangan User Experience Aplikasi Pemesanan Lapangan dan Partner Olahraga Berbasis Website menggunakan Metode Human Centered Design(Studi Kasus Kota Malang)
97,Eksperimen Penerapan Prinsip Konsistensi Visual pada Aplikasi iPusnas (Studi Kasus: Tampilan Card) untuk Meningkatkan Usability
97,Analisis Kesuksesan Aplikasi JConnect Mobile Menggunakan Model DeLone and McLean
97,Perancangan dan Implementasi Sistem Informasi Penggajian Karyawan Berbasis Website (Studi Kasus: PT. Bhineka Ciptabahana Pura)
97,Pengaruh Transfer Learning ResNet dan DenseNet Terhadap Performa Klasifikasi Ekspresi Wajah Menggunakan Dataset FER-2013
97,Purwarupa Sistem Manajemen Penyimpanan pada Warehouse Management System (WMS) Berbasis RFID Menggunakan ESP-NOW
97,Penerapan Metode Formant Analysis Dalam Sistem Analisis Pola Suara Untuk Deteksi Dini Penyakit Parkinson
97,Perangkat Lunak Otomasi Simulasi Penerimaan Daya Dinamis pada Wireless Power Transfer
97,"Sistem Deteksi Penyakit Parkinson Melalui Speech Pattern Menggunakan Fitur Speech Rate, Pause Duration dan Mean Energy"
97,Analisis Performa Algoritma K-Means dan DBSCAN dalam Segmentasi Pelanggan dengan Pendekatan Model RFM
97,Pengembangan Aplikasi Manajemen Inventarisasi dan Keuangan Museum Brawijaya Malang Berbasis Website
97,Perbedaan Penerapan Model Problem Based Learning Menggunakan Media Nearpod Terhadap Hasil Belajar Mata Pelajaran Informatika Peserta Didik Kelas X Di SMAN 3 Malang
97,Deteksi Anomali Permukaan Jalan Berdasarkan Data Sensor Gerak Smartphone Menggunakan Metode Bidirectional Long Short-Term Memory
97,Analisis Sentimen Berbasis Aspek untuk Pengguna PLN Mobile Pada Google Playstore Menggunakan Metode Support Vector Machine (SVM)
97,Analisis Pengaruh Keterampilan Mengajar dan Kompetensi Mengajar Mahasiswa PLP Program Studi Pendidikan Teknologi Informasi Universitas Brawijaya Terhadap Persepsi Peserta Didik di SMK Negeri 2 Malang
97,Pengaruh Media Pembelajaran IDE Replit menggunakan Problem Based Learning terhadap Hasil Belajar dan Motivasi Belajar Peserta Didik pada Informatika SMAN 3 Malang
97,Analisis Pengaruh Keterampilan Mengajar dan Kompetensi Mengajar Mahasiswa PLP Program Studi Pendidikan Teknologi Informasi Universitas Brawijaya Terhadap Persepsi Peserta Didik di SMK Negeri 2 Malang
97,Sistem Deteksi Deteksi Depresi Melalui Pengenalan Pola Suara Dengan Mengimplementasikan Metode Voice Quality Analysis
97,Perbaikan Pengalaman Pengguna Aplikasi iPusnas Menggunakan Design Thinking
97,Perbandingan Metode Autoscaling Vertical Pod Autoscaler dan Horizontal Pod Autoscaler Kubernetes Pada Google Cloud Platform
97,Implentasi Fault Tolerant Computer Systems dengan N-Modular Hardware Redundancy pada permodelan gerbang logika NAND
97,Perspektif Siswa Smk Terhadap Tingkat Literasi Digital Dalam Mengelola dan Menganalisis Informasi Sumber Belajar Dalam Dunia Pendidikan
97,Analisis Perbandingan Terhadap Keputusan Pemilihan Penggunaan Aplikasi ChatGPT Dan Perplexity AI (Studi Kasus: Universitas Brawijaya)
97,Replicate Voters Berbasis Triple Modular Redundancy untuk Alat Pendeteksi Suhu dan Kelembapan Pada Monitoring Silo Tepung Gandum
97,Pengembangan Aplikasi Web E-Commerce dan Donasi (Studi Kasus : Green Welfare Indonesia)
97,Penerapan Metode Hidden Markov Model Pada Sistem Pengenalan Suara Sirene Kendaraan Darurat
97,Pemodelan Topik Risiko Bunuh Diri Berdasarkan Konten Media Sosial dengan Latent Dirichlet Allocation
97,Penerapan Optimisasi Pruning dan Clustering Tensorflow Lite Pada Embedded System untuk Sistem Speech To Text
97,Sistem Deteksi Depresi melalui Pengenalan Pola Suara dengan Mengimplementasikan Metode Prosody Analysis
97,Analisis Metode Search Engine Optimization (SEO) dengan Teknik On-Page dalam Upaya Meningkatkan Visibilitas pada Google Search Engine (Studi Kasus IFL Chapter Malang)
97,Penerapan Pemodelan Topik menggunakan Metode Latent Dirichlet Allocation terhadap Pembehasan Pemilu Indonesia tahun 2024 di Twitter
97,Pengembangan Aplikasi Perangkat Bergerak Panduan Resep Masakan Menggunakan Metode Klasifikasi Gambar Berbasis Android
97,Penerapan Pemodelan Topik Komentar Melalui Media Sosial Twitter Menggunakan Latent Dirichlet Allocation (Studi Kasus: Pemerintah Kota Malang)
97,Sistem Pendeteksi Kelelahan Otot pada Biceps Brachii Menggunakan  Fitur Root Mean Square dan Klasifikasi Random Forest
97,Strategi Penggunaan Sosial Media Linkedin Sebagai Media Pengembangan Karir dan Media Pembelajaran Dalam Pengembangan Kompetensi Mahasiswa Tingkat Akhir
97,Pengembangan Wearable Device Untuk Deteksi Postur Duduk Manusia Berbasis Data Sensor MPU6050 Menggunakan Metode Support Vector Machine
97,Sistem Klasifikasi Genre Musik Berdasarkan Ritme dan Frekuensi Menggunakan Ekstraksi Fitur MFCC dan F0 dengan Algoritma Decision Tree
97,Sistem Deteksi Dini Penyakit Parkinson Melalui Voice Pattern Menggunakan Fitur Jitter dan Shimmer
97,Sistem Prediksi Genre Musik dan Penyediaan Tautan Rekomendasi Daftar Putar Menggunakan Teknik STFT dan Decision Tree Machine Learning
97,"Pengaruh Kesiapan Sekolah, Kesiapan Instruktur, Serta Penggunaan Django Framework Dan Bootstrap 5 Dalam Pelaksanaan Teaching Factory Praktisi Pengembangan Website Terhadap Peningkatan Kompetensi Industri 4.0 Pra-prakerin Siswa RPL SMK Medikacom Bandung."
97,Perancangan User Experience Aplikasi Monitoring Ekspedisi Kendaraan Berat Berbasis Mobile Menggunakan Metode Human-Centered Design
97,Otomasi Simulasi Transfer Daya Nirkabel Dinamis dengan Double Coil Receiver Menggunakan LTSpice
97,Perancangan User Experience Untuk Aplikasi Pengobatan Stuttering Bagi Penderita Stuttering Di ISC (Indonesian Stuttering Community) Menggunakan Metode Design Thinking
97,Pengembangan Single Page Application Berbasis Reactjs Untuk Usaha Percetakan Online (Studi Kasus: Global Grafika)
97,Purwarupa Pelaporan Kecelakaan Kendaraan Menggunakan Akselerometer MPU-6050 Berbasis Arduino Uno
97,Simulasi Buck Converter Pada Perancangan Alat Pengisian Daya Baterai LiPO
97,Sistem Deteksi Dini Penyakit Parkinson Melalui Speech Pattern Menggunakan Metode Recurrence Quantification Analysis
97,Analisis Faktor-Faktor yang Mempengaruhi Niat Penggunaan Quick Response Code Indonesian Standard (QRIS) Pada Pelaku UMKM Kuliner di Kota Malang
97,Klasifikasi Suara Sirene Kendaraan berbasis MFCC untuk Meningkatkan Efisiensi Sistem Keamanan Lalu Lintas
98,Implementasi Model Flipped classroom Terhadap Hasil Belajar Peserta Didik Kelas X Program Keahlian Rekayasa Perangkat Lunak Pada Mata Pelajaran Informatika di SMK Negeri 8 Malang
98,Pengembangan Aplikasi Edukasi Kesehatan Mental Berbasis Progressive Web App
98,Pengaruh Implementasi Flowgorithm Terhadap Hasil Belajar Peserta Didik SMA Negeri 3 Malang Pada Mata Pelajaran Informatika Menggunakan Model Pembelajaran Problem Based Learning
98,Analisis Penerapan Algoritma Decision Tree dalam Watch-List Filtering Remitansi Lembaga Keuangan
98,Topic Modelling Pada Aktivitas Pengembangan Perangkat Lunak Menggunakan BERTopic
98,Pengembangan Wearable Device Untuk Deteksi  Postur Duduk Manusia Berbasis Data Sensor MPU6050  Menggunakan Metode Support Vector Machine
98,Pengaruh Penggunaan Media Pembelajaran Interaktif dalam Pembelajaran Problem Based Learning pada Mata Pelajaran Informatika Terhadap Hasil Belajar Siswa Kelas X di SMKN 3 Malang
98,Hubungan Student Engagement Dengan Prestasi Hasil Belajar Siswa Dalam Konteks Problem Based Learning Jurusan Teknik Komputer Dan Jaringan di SMKN 2 Malang
98,Pengembangan Sistem Otomatisasi Pemberian Pakan Ikan Nila Berbasis Internet of Things (Studi Kasus: Kampung Sawah Baru)
98,Pengembangan Aplikasi Mobile Health Berbasis Android Untuk Mengetahui Pengaruh Self-Care Management Terhadap Pasien Tuberkulosis (TBC)
98,Pengembangan Sistem Konseling Kesehatan Mental Berbasis Website
98,Pengembangan Sistem Informasi Bank Sampah Digital Zerolim Berbasis Aplikasi Perangkat Bergerak Dengan Metode Incremental
98,Efektivitas Undian Turnamen Model Single Elimination Pada Platform Event Bracket Dibandingkan Dengan Aplikasi Php Laravel Menggunakan Algoritma Fisher-Yates Shuffle
98,Pembangunan Dashboard Business Intelligence Visualisasi Data Akademik Pada MTSN 3 Malang
98,Klasifikasi Kerusakan Permukaan Jalan Menggunakan Model MobileNetV3-Small
98,Analisis Faktor yang Memengaruhi Perilaku Penggunaan Aplikasi GoPay: Transfer & Payment Mempergunakan Model Unified Theory Of Acceptance And Use Of Technology (UTAUT)
98,Analisis Faktor-Faktor yang Memengaruhi Search Engine Result Page (SERP) Menggunakan Metode SEO On-Page dan Off-Page (Studi Kasus: Situs Ulasan CBD Oil Australia)
98,Alat Ukur Berat dan Volume Buah Menggunakan Multi Sensor Ultrasonik dan Metode Regresi Linier Berganda Berbasis Arduino Uno
98,Penerapan Progressive Disclosure dan Hierarki pada Aplikasi M.Tix untuk Meningkatkan Usability
98,Hubungan Jenjang Pendidikan Terakhir Dan Kemampuan Manajemen Waktu Terhadap Hasil Belajar Pemrograman Komputer Tingkat Dasar Pada Mahasiswa Di Fakultas Ilmu Komputer Universitas Brawijaya
98,Analisis Kualitas Website Brone Menggunakan Webqual 4.0 dan Importance-Performance Analysis (IPA) (Studi Kasus: Mahasiswa Fakultas Ilmu Komputer Universitas Brawijaya)
98,Analisis Performa Model Convolutional Neural Network Dalam Mendeteksi Penyakit Pneumonia
98,"Rancang Bangun Sistem Deteksi Asma, Bronkitis, dan Pneumonia Melalui Suara Pernapasan dengan Metode Long Short-Term Memory"
98,Pengembangan Media Pembelajaran Berbasis Augmented Reality untuk Pengenalan Gerbang Logika Dasar bagi Siswa dengan Gaya Belajar Auditori
98,Penerapan Transformasi Fractional Pada Representasi Fitur Mel Frequency Cepstral  Coefficients (MFCC) untuk Mendeteksi Tingkat Emosi Disgust
98,Sistem Pendeteksi Kekerasan di Ruang Publik Menggunakan Metode 3D Convolutional Neural Network
98,"Analisis Pengaruh Kualitas Kegunaan, Kualitas Informasi, dan Kualitas Interaksi Layanan terhadap Kepuasan Pengguna pada Website MAGENTA menggunakan Metode Webqual 4.0"
98,Pengembangan Aplikasi Manajemen Tagihan Internet Pelanggan Berbasis Web Untuk Penyedia Internet RT RW: Studi Kasus PT. Bangun Digikomunikasi Indonesia
98,Klasifikasi Ekspresi Wajah Manusia Menggunakan Metode CNN Dengan Arsitektur Visual Geometry Group (VGG-Net)
98,Peramalan Aliran Uang Masuk dan Keluar (Inflow dan Outflow) Regional Bank Indonesia di Provinsi DKI Jakarta Menggunakan Metode FBProphet
98,Perancangan Antarmuka Pengguna Website Freelance Mahasiswa Fakultas Ilmu Komputer Universitas Brawijaya Dengan Menggunakan Metode Design Thinking
98,Evaluasi dan Perbaikan Pengalaman Pengguna Website Pemerintah Kab. Sidenreng Rappang dengan Metode Evaluasi Heuristic
98,Sistem Klasifikasi Kualitas Daging Sapi Berdasarkan Warna dan Gas Amonia Menggunakan Jaringan Saraf Tiruan
98,Klasifikasi Kinerja Akademik Mahasiswa Menggunakan  Algoritma Modified K-Nearest Neighbor  (Studi Pada S1 Pendidikan Teknologi Informasi Fakultas Ilmu Komputer)
98,Analisis Faktor-Faktor Yang Memengaruhi Keputusan Siswa Jurusan TKJ SMKN 2 Malang dalam Melanjutkan Pendidikan Atau Kerja Industri
98,Analisis Faktor yang Mempengaruhi Tingkat Penerimaan Teknologi pada Pengguna Aplikasi Notion Menggunakan Technology Acceptance Model (TAM) Termodifikasi
98,Sistem Monitoring Lingkungan Untuk Budidaya Tanaman Sawi (Brassica Juncea L.) Menggunakan Fuzzy Dan Android
98,Pengembagnan Aplikasi SIDAKU Mobile di Plut-KUMKM Kota Batu
98,Segmentasi Pelanggan B2B dengan Model LRFM Menggunakan Algoritma K-Means
98,Analisis Sentimen Root Cause Analisis Kepuasan Pengguna Aplikasi Tokopedia Pada Ulasan Menggunakan Metode Random Forest
98,Analisis Pengaruh Kualitas Layanan Terhadap Tingkat Kepuasan dan Loyalitas Pengguna Aplikasi Access by KAI Menggunakan Model  E-SERVQUAL Termodifikasi
98,Perancangan User Experience Aplikasi Penjualan Properti Dengan Metode Human Centered Design (HCD) Studi Kasus: PT. Cakrawala Agrapana Indonesia
98,Analisis Perturbasi Glaze dan Nightshade dalam Perlindungan Karya Seni Digital Menggunakan Image Quality Assessment
98,Implementasi Sistem Penguji Kerentanan Denial of Service (Dos) Pada Web Berbasis WordPress
98,Sistem Deteksi Penyakit Pernafasan Berdasarkan Suara Pernafasan Menggunakan Analisis Spektral Berbasis Raspberry Pi 4Sistem Deteksi Penyakit Pernafasan Berdasarkan Suara Pernafasan Menggunakan Analisis Spektral Berbasis Raspberry Pi 4
98,Penerapan Model Whisper Pada Embedded System untuk Speech To Text
98,Deteksi Mutasi Kanker Paru Pada Citra CT-Scan Menggunakan ResNet-CNN
98,Modifikasi Algoritma Dijkstra untuk Penentuan Multi-Path dalam Topologi Jaringan Sensor Nirkabel
98,Analisis Perbandingan Titik Optimal Sensor MPU6050 Pada Latihan Angkat Beban Untuk Otot Biceps Dengan Metode F-Test Dan Ratio Games
99,Perbandingan Naïve Bayes Dan K-Nearest Neighbor Untuk Analisis Sentimen Terhadap Ulasan Aplikasi Threads
99,Pengembangan Web Portal Bangunan Bersejarah dengan Modul 360 View dan Modul 3D
99,Klasifikasi Donatur Pada Yayasan Jajan Pahala Menggunakan Algoritma Random Forest
99,Purwarupa Pelaporan Kecelakaan Kendaraan Berbasis ESP32
99,Implementasi Kompresi Data Dengan Menggunakan Zlib Data Compression dan Encoding Base64 Pada Sistem Paratransit Trip Data Collection Berbasis Esp32
99,Eksperimen Penerapan Prinsip Flexibility and Efficiency pada Perancangan  Fitur To-Do Aplikasi Website BRONE UB untuk Meningkatkan Usability
99,Pembangunan System Informasi Akademik Sekolah Berbasis Website  (Studi Kasus : Sekolah Tahfidz Ibnu Mas’ud)
99,Analisis Sentimen dan Pemodelan Topik Terhadap Ulasan Aplikasi Jenius Menggunakan Metode Support Vector Machine dan Latent Dirichlet Allocation
99,Root Cause Analysis (RCA) Berbasis Sentimen Negatif Terhadap Aplikasi Investasi Terintegrasi Pada Google Review (Studi Kasus: Aplikasi Siminvest)
99,Analisis Pengaruh Live streaming Shopee oleh Influencer terhadap Minat Beli Konsumen di Kalangan Mahasiswa
99,Analisis Load Balancing Menggunakan Mininet-WIFI
99,Sistem Wearable Deteksi Postur Pada Pelatihan Otot Biceps Dan Triceps Berbasis Angkat Beban Dengan Algoritma Random Forest
99,Perancangan Antarmuka Pengguna Situs Hyperival Store Surabaya  Menggunakan Human-Centered Design (HCD)
99,Pengembangan Sistem Informasi Kompetisi Berbasis Web (Studi Kasus: Universitas Brawijaya)
99,Sistem Informasi Inventory Bahan Baku dan Penjualan Roti Terintegrasi Dengan Payment Gateway Berbasis Website ( Study Khasus CV. FamilyBakery )
99,Aplikasi Edukasi Pengenalan dan Pengelompokan Tumbuhan Langka di Nusantara Menggunakan Metode V-Model Untuk Implementasi Android
99,Sistem Deteksi Postur Duduk Menggunakan Sensor Ultrasonik Dan Flex Sensor Berbasis Arduino UNO
99,Klasifikasi Tipe Kematangan Pisang Menggunakan Metode Ensemble Convolutional Neural Network (CNN)
99,"Analisis Sentimen Terhadap Program Merdeka Belajar Kampus Merdeka Pada Sosial Media Twitter Menggunakan K-Means Clustering, Support Vector Machine (SVM) dan Syntethic Minority Oversampling Technique (SMOTE)"
99,Studi Eksplorasi Persepsi Early Adopter Terhadap White Paper Digital Rupiah Teori Diffusion of Innovation
99,Perancangan User Experience Penyewaan Studio Shooting  Berbasis Website dengan Metode Design Thinking (Studi Kasus: PT Produksi Film  Negara)
99,Analisis Kualitas Layanan Website Brawijaya Online Learning (BRONE) Menggunakan Metode Webqual 4.0 Dan Importance-Performance Analysis
99,Implementasi Multi-View Convolutional Neural Network untuk Klasifikasi Kualitas Buah Jambu Kristal
99,Perancangan Ulang Antarmuka Pengguna Aplikasi Helpdesk Halo Filkom Menggunakan Metode Human Centered Design
99,Perancangan UI/UX Website Kerajinan Tangan Crafinta Dengan Menggunakan Metode Human Centered Design
99,Sistem Monitoring Kesehatan Jantung Menggunakan Metode Adaptive Threshold Berbasis Shimmer Electrocardiogram Dan Matlab
99,Kajian Pengalaman Mahasiswa Terhadap Learning Management System (LMS) “ELING” Di Fakultas Ilmu Komputer Universitas Brawijaya
99,Identifikasi Karakteristik Peserta Didik dalam Mata Pelajaran Informatika menggunakan Algoritma K-Means berdasarkan Hasil Belajar: Studi Kasus pada Kelas X TKJ SMKN 3 Malang
99,Pengembangan Aplikasi Perangkat Bergerak Sistem Pengenalan dan Belajar Wayang Kulit Berbasis Android: Studi Kasus Lingkungan MAN Insan Cendekia Jambi
99,Analisis Sentimen Aplikasi Glints Berdasarkan Ulasan Google Play Store Menggunakan Metode Support Vector Machine
99,Analisis Hubungan Kualitas Layanan Aplikasi Binar Academy Berdasarkan E-S-Qual Dan E-Recs-Qual Dengan Kepuasan Pelanggan
99,Perancangan Antarmuka Pengguna Situs Cucci Malang Menggunakan Human-Centered Design (HCD)
99,Pengembangan Aplikasi Pemesanan Jasa Pencucian Kendaraan Berbasis Web Dengan Memanfaatkan Payment Gateway System (Studi Kasus: CuciGo)
99,Deteksi Mutasi Pada Kanker Paru Melalui Citra CT-Scan Penerapan Model Algoritma Convolutional Neural Networks (CNN) dan Optimizer Adam
99,Pengaruh Lingkungan Keluarga Dan Self-Efficacy Terhadap Kesiapan Kerja Siswa Kelas XI Program Teknik Jaringan Komputer Dan Telekomunikasi SMK Negeri 5 Malang
99,Sistem Monitoring Target Heart Rate Pada Aktivitas Berlari Menggunakan Aplikasi Blynk Berbasis Sensor Max30102
99,Perancangan User Experience Aplikasi Learning Management System dengan Metode Human-Centered Design (Studi Kasus: IPB Consulting)
99,Pemodelan Proses Bisnis dengan Business Process Modelling Notation Pada Menara Wisata Tour & Travel Umrah
99,Implementasi Wearable Device Untuk Sistem Pendeteksi Kelelahan Otot Biceps Menggunakan Metode Support Vector Machine
99,Analisis Pengalaman Pengguna Pada Aplikasi Mobile Banking Menggunakan Metode UX Curve (Studi Kasus: JConnect Mobile)
99,Pembangkitan Respons pada Model Seq2seq Chatbot Berbahasa Indonesia dengan Multimodal Learning (Intensi dan Entitas)
99,Analisis Sentimen Data Ulasan Aplikasi Pegadaian Digital Menggunakan Metode Support Vector Machine
99,Prediksi Polusi Udara Di Dki Jakarta Dengan Menggunakan Metode Long-Short Term Memory (LSTM)
99,Analisis Kinerja Support Vector Machine dan Naïve Bayes Classifier Pada Data Komentar Kualitas Mengajar Dosen (Studi Kasus: Pendidikan Teknologi Informasi Universitas Brawijaya)
99,Analisis Dan Evaluasi Proses Bisnis Menggunakan Lean Six Sigma Framework (Studi Kasus: Orino Pet Shop)
99,Analisis Proses Bisnis Penjaminan Mutu Akademik Pada Universitas ABC Menggunakan Metode Quality Evaluation Framework (QEF)
99,Analisis dan Perbaikan Proses Bisnis Produksi Corrugated Carton Box: Studi Kasus PT. Bahana Buana Box
99,Perancangan Arsitektur Enterprise Polres Metro Bekasi Dalam Melakukan Polisi Prediktif Dengan Menggunakan TOGAF ADM
99,Pengembangan Aplikasi Penyedia Lowongan Magang Remote Berbasis Android untuk Mahasiswa Universitas Brawijaya
99,Implementasi Manajemen Metadata Untuk Pelaporan Akademik Berdasarkan Data Management Body Of Knowledge (DMBOK) (Studi Kasus: Program Studi Sistem Informasi Fakultas Ilmu Komputer)
100,Perancangan Desain Pengalaman Pengguna Aplikasi Orino Care Berbasis Mobile dengan Menggunakan Pendekatan Design Thinking
100,Perancangan dan Pembuatan Sistem Informasi Untuk Manajemen Reservasi Game Corner Fakultas Ilmu Komputer Universitas Brawijaya Berbasis Website
100,Optimalisasi Pengalaman Pengguna Aplikasi Primaku di Wilayah Semi Urban Melalui Pendekatan Design Thinking
100,Pengembangan Aplikasi Pelaporan Tindak Kekerasan Seksual Di Lingkungan Universitas Brawijaya Berbasis Website
100,Rekayasa Traffic Pada MANET Berdasarkan Tingkat Energi Di Suatu Node
100,Pengembangan Sistem Rekomendasi Gizi Berdasarkan Profil dan Aktivitas Olahraga Pengguna Aplikasi Cause
100,Pengembangan Aplikasi Manajemen Transaksi di Annisa Salon Muslimah Berbasis  Mobile Menggunakan Metode Rapid Application Development (RAD)
100,Studi Empiris Penerapan Heuristic Principles  of Design Pada Aplikasi Bimo Filkom Ub  Dengan Metode Eksperimen
100,Perancangan Sistem Informasi Gadai Pada KORMA
100,Analisis Sentimen Masyarakat terhadap Kereta Cepat Whoosh pada Platform X menggunakan IndoBERT
100,Analisis Perbandingan Performansi Tool Testing Antara Appium dan Katalon Dalam Pengujian Otomatisasi Perangkat Lunak Pada Aplikasi Berbasi Mobile
100,Analisis Kesuksesan Implementasi Rekam Medis Elektronik (RME) Pada Klinik Pratama Menggunakan Model Human Organisation Technology-Fit
100,Perancangan User Experience Aplikasi Edukasi Dan Penanganan Anxiety Disorder Pada Mahasiswa Filkom Menggunakan Metode Human Centered Design (HCD)
100,Redesain Sistem Informasi E-Katalog Berdasarkan Evaluasi Usability (Studi Kasus Unit Kerja Pengadaan Barang/Jasa Kota Padang Panjang)
100,Perancangan Wearable Vest Pendeteksi Jatuh Lansia Berbasis ESP-32 Dan Sensor MPU9250 Menggunakan Algoritma Support Vector Machine
100,Pengembangan Aplikasi Mobile Ikatan Keluarga Alumni Menggunakan React Native Dengan Metode Rapid Application Development: Studi Kasus Alumni SMAN 2 Jombang Periode 1960 – 2024
100,Analisis Pengaruh Ekstraksi Fitur Suara Bernoise Pada Kinerja Model Deep Learning Untuk Kendali Smart Wheelchair
100,Pengembangan Sistem Informasi Atlet KONI Kota Malang Berbasis Website Menggunakan Framework Laravel
100,Analisis Kualitas Website E-commerce terhadap Kepuasan Pengguna dengan Metode WebQual 4.0 dan Importance-Performance Analysis (Studi Kasus: Lullaby Luxury LLC)
100,Pengembangan Media Pembelajaran Video Animasi 2 Dimensi untuk Mata Kuliah Evaluasi Pengalaman dan Antarmuka Pengguna Fakultas Ilmu Komputer Universitas Brawijaya dengan Model Pengembangan ADDIE
100,Perancangan Pengalaman Pengguna Aplikasi Pemesanan Makanan Tradisional Padang Menggunakan Metode Design Thinking (Studi Kasus: UMKM Sindifood Jakarta)
100,Pengembangan Game Edukasi Si Kancil Berbasis Android Menggunakan Metode Pengembangan Sistem MDLC (Multimedia Development  Life Cycle)
100,Perbandingan Metode IndoBERT Dengan CNN Untuk Analisis Sentimen Berbasis Aspek Terhadap Ulasan Pelanggan (Studi Kasus : Hotel Indonesia Kempinski Jakarta Pada Website Travel Agent Tiket.Com)
100,Sistem Deteksi Durasi Waktu Penyimpanan Susu Sapi Segar Berdasarkan Tingkat Keasaman dan Perubahan Warna dengan Menggunakan Metode K-Nearest Neighbors (K-NN) Berbasis Arduino
100,Rancang Bangun Sistem Informasi Akademik Berbasis Web pada Madrasah Tsanawiyah Riyadlatul Fallah
100,Analisis Perbandingan Pengalaman Pengguna Aplikasi Investasi Bibit Dan Ajaib Dengan Metode User Experience Questionnaire (UEQ)
